account_id,account_name,created_at,plan_tier,industry,region,company_size_bucket,billing_status
acct_00000299,North Stack,2025-01-09 09:00:00,smb,Logistics,NA,11-50,active
acct_00000300,Signal AI,2025-01-10 09:00:00,smb,Marketplace,NA,1-10,active
acct_00000301,Bright Systems,2025-01-23 09:00:00,mid_market,SaaS,EMEA,201-500,active
acct_00000302,Peak Cloud,2025-02-14 09:00:00,mid_market,E-commerce,NA,201-500,churned
acct_00000303,Signal Cloud,2025-01-16 09:00:00,mid_market,Travel,LATAM,501-1000,active
acct_00000304,Swift Stack,2025-01-09 09:00:00,enterprise,E-commerce,EMEA,5000+,active
acct_00000305,Peak Desk,2025-02-07 09:00:00,smb,Professional Services,NA,11-50,churned
acct_00000306,Vector Stack,2025-01-27 09:00:00,mid_market,E-commerce,NA,51-200,active
acct_00000307,Vector HQ,2025-01-10 09:00:00,enterprise,Logistics,NA,5000+,active
acct_00000308,Cedar Works,2025-01-16 09:00:00,mid_market,Logistics,NA,201-500,churned
acct_00000309,Lumen Works,2025-01-12 09:00:00,mid_market,Professional Services,EMEA,501-1000,active
acct_00000310,Atlas Ops,2025-01-11 09:00:00,mid_market,E-commerce,APAC,201-500,active
acct_00000311,Vector Support,2025-02-03 09:00:00,smb,Travel,NA,51-200,churned
acct_00000312,Pulse Ops,2025-01-11 09:00:00,smb,Fintech,EMEA,1-10,active
acct_00000313,Swift Works,2025-01-16 09:00:00,enterprise,Professional Services,APAC,1001-5000,churned
acct_00000314,Swift Ops,2025-02-11 09:00:00,enterprise,Fintech,NA,1001-5000,active
acct_00000315,Aurora Desk,2025-01-04 09:00:00,smb,SaaS,EMEA,11-50,active
acct_00000316,Blue AI,2025-01-21 09:00:00,mid_market,Travel,NA,201-500,churned
acct_00000317,Echo Ops,2025-02-07 09:00:00,smb,Travel,APAC,1-10,active
acct_00000318,Atlas HQ,2025-01-02 09:00:00,enterprise,Professional Services,NA,5000+,active
acct_00000319,Peak Support,2025-01-20 09:00:00,mid_market,SaaS,LATAM,201-500,active
acct_00000320,Lumen Flow,2025-01-15 09:00:00,smb,Professional Services,NA,1-10,active
acct_00000321,Blue Cloud,2025-01-26 09:00:00,smb,E-commerce,NA,51-200,churned
acct_00000322,Cloud Systems,2025-01-26 09:00:00,enterprise,SaaS,NA,5000+,active
acct_00000323,Cloud Works,2025-01-10 09:00:00,mid_market,Healthcare,APAC,201-500,active
acct_00000324,Atlas Ops,2025-01-08 09:00:00,smb,SaaS,APAC,11-50,churned
acct_00000325,Blue Systems,2025-01-16 09:00:00,smb,Marketplace,NA,51-200,active
acct_00000326,Signal Tech,2025-02-05 09:00:00,enterprise,E-commerce,NA,5000+,active
acct_00000327,Vector Desk,2025-01-09 09:00:00,enterprise,SaaS,EMEA,5000+,active
acct_00000328,Echo Works,2025-01-05 09:00:00,smb,Marketplace,APAC,1-10,active
acct_00000329,Atlas Flow,2025-01-04 09:00:00,enterprise,SaaS,EMEA,501-1000,active
acct_00000330,Bright Cloud,2025-01-12 09:00:00,smb,Logistics,EMEA,11-50,active
acct_00000331,Bright AI,2025-01-31 09:00:00,enterprise,Marketplace,EMEA,1001-5000,active
acct_00000332,Cloud Stack,2025-01-02 09:00:00,mid_market,EdTech,APAC,201-500,active
acct_00000333,Peak HQ,2025-01-12 09:00:00,smb,Media,NA,51-200,churned
acct_00000334,North Cloud,2025-02-07 09:00:00,smb,Fintech,APAC,51-200,active
acct_00000335,Swift Desk,2025-01-15 09:00:00,smb,Professional Services,NA,1-10,active
acct_00000336,Lumen Flow,2025-02-14 09:00:00,smb,Travel,NA,51-200,active
acct_00000337,Blue Labs,2025-02-01 09:00:00,mid_market,Logistics,NA,201-500,active
acct_00000338,Lumen Desk,2025-02-09 09:00:00,smb,Marketplace,NA,1-10,active
acct_00000339,Atlas Desk,2025-01-10 09:00:00,mid_market,Healthcare,LATAM,201-500,active
acct_00000340,Lumen Support,2025-01-20 09:00:00,smb,Logistics,EMEA,11-50,active
acct_00000341,Echo AI,2025-02-05 09:00:00,mid_market,Travel,NA,201-500,active
acct_00000342,Lumen Stack,2025-01-09 09:00:00,mid_market,Marketplace,APAC,201-500,past_due
acct_00000343,Peak Stack,2025-01-21 09:00:00,smb,Professional Services,NA,11-50,active
acct_00000344,North Ops,2025-01-21 09:00:00,smb,Logistics,APAC,11-50,active
acct_00000345,Echo Ops,2025-01-16 09:00:00,smb,SaaS,EMEA,11-50,active
acct_00000346,Prime Works,2025-01-27 09:00:00,smb,EdTech,APAC,11-50,active
acct_00000347,Blue Labs,2025-01-11 09:00:00,mid_market,Fintech,NA,201-500,active
acct_00000348,Cedar Works,2025-01-11 09:00:00,enterprise,Travel,EMEA,1001-5000,active
acct_00000349,Bright Works,2025-02-11 09:00:00,smb,Fintech,NA,11-50,active
acct_00000350,Peak Labs,2025-02-04 09:00:00,mid_market,Travel,APAC,51-200,active
acct_00000351,Pulse AI,2025-01-28 09:00:00,smb,SaaS,NA,11-50,churned
acct_00000352,Signal Cloud,2025-01-08 09:00:00,smb,SaaS,EMEA,1-10,active
acct_00000353,Signal Systems,2025-01-24 09:00:00,enterprise,Marketplace,EMEA,501-1000,active
acct_00000354,Echo Flow,2025-01-07 09:00:00,mid_market,Media,NA,51-200,churned
acct_00000355,Atlas Support,2025-02-03 09:00:00,smb,Marketplace,EMEA,1-10,active
acct_00000356,Cedar Tech,2025-02-15 09:00:00,enterprise,Logistics,EMEA,501-1000,churned
acct_00000357,Peak AI,2025-01-12 09:00:00,mid_market,SaaS,NA,201-500,active
acct_00000358,Cloud Ops,2025-02-10 09:00:00,smb,Marketplace,NA,11-50,active
acct_00000359,Blue Ops,2025-01-18 09:00:00,mid_market,Travel,APAC,51-200,active
acct_00000360,Aurora Desk,2025-02-06 09:00:00,smb,Travel,NA,11-50,active
acct_00000361,Vector Stack,2025-01-23 09:00:00,smb,EdTech,NA,11-50,active
acct_00000362,Cedar Systems,2025-02-13 09:00:00,mid_market,Fintech,APAC,501-1000,active
acct_00000363,Nova HQ,2025-01-02 09:00:00,enterprise,Marketplace,EMEA,5000+,active
acct_00000364,Atlas Systems,2025-01-20 09:00:00,smb,EdTech,EMEA,1-10,active
acct_00000365,Atlas Tech,2025-01-27 09:00:00,smb,Travel,NA,11-50,active
acct_00000366,Pulse AI,2025-01-09 09:00:00,smb,Marketplace,NA,1-10,active
acct_00000367,Nova Tech,2025-01-04 09:00:00,smb,Travel,EMEA,1-10,active
acct_00000368,Aurora Support,2025-01-24 09:00:00,smb,Travel,NA,51-200,active
acct_00000369,Swift Works,2025-02-14 09:00:00,smb,Travel,LATAM,51-200,churned
acct_00000370,Prime HQ,2025-02-13 09:00:00,mid_market,Professional Services,EMEA,201-500,active
acct_00000371,Nova Tech,2025-01-12 09:00:00,smb,Healthcare,LATAM,11-50,past_due
acct_00000372,Peak Systems,2025-01-25 09:00:00,smb,Travel,EMEA,11-50,active
acct_00000373,Prime Cloud,2025-02-12 09:00:00,smb,Fintech,EMEA,11-50,active
acct_00000374,Nova Ops,2025-01-18 09:00:00,smb,Marketplace,NA,1-10,active
acct_00000375,Pulse Cloud,2025-01-04 09:00:00,mid_market,Logistics,EMEA,201-500,active
acct_00000376,Lumen Stack,2025-01-17 09:00:00,enterprise,Professional Services,APAC,1001-5000,active
acct_00000377,Cedar Ops,2025-02-13 09:00:00,mid_market,Travel,APAC,501-1000,active
acct_00000378,Lumen Ops,2025-01-12 09:00:00,enterprise,Travel,APAC,5000+,active
acct_00000379,Lumen Systems,2025-02-11 09:00:00,enterprise,Media,NA,1001-5000,active
acct_00000380,Pulse Desk,2025-01-08 09:00:00,smb,SaaS,APAC,11-50,active
acct_00000381,Atlas Works,2025-01-25 09:00:00,enterprise,Professional Services,NA,5000+,active
acct_00000382,Bright Labs,2025-01-30 09:00:00,enterprise,Healthcare,LATAM,1001-5000,active
acct_00000383,Bright Tech,2025-01-29 09:00:00,smb,EdTech,APAC,1-10,active
acct_00000384,Signal Labs,2025-02-10 09:00:00,mid_market,Travel,EMEA,501-1000,active
acct_00000385,Vector AI,2025-02-03 09:00:00,enterprise,Logistics,NA,501-1000,active
acct_00000386,Blue Desk,2025-02-07 09:00:00,smb,EdTech,EMEA,11-50,active
acct_00000387,Cedar Flow,2025-02-13 09:00:00,smb,E-commerce,LATAM,51-200,active
acct_00000388,Peak Labs,2025-01-15 09:00:00,smb,Travel,NA,11-50,active
acct_00000389,Prime Labs,2025-01-25 09:00:00,mid_market,Professional Services,EMEA,201-500,active
acct_00000390,Swift Stack,2025-02-14 09:00:00,smb,EdTech,NA,11-50,churned
acct_00000391,Prime Cloud,2025-01-20 09:00:00,mid_market,Media,NA,501-1000,active
acct_00000392,Echo Support,2025-02-09 09:00:00,smb,Logistics,APAC,51-200,churned
acct_00000393,Blue Support,2025-01-23 09:00:00,enterprise,Fintech,LATAM,1001-5000,active
acct_00000394,Atlas Ops,2025-02-12 09:00:00,smb,E-commerce,NA,11-50,churned
acct_00000395,Signal Desk,2025-01-07 09:00:00,mid_market,Fintech,NA,501-1000,active
acct_00000396,Swift Works,2025-01-19 09:00:00,enterprise,Marketplace,APAC,501-1000,active
acct_00000397,Signal Cloud,2025-02-11 09:00:00,smb,Marketplace,NA,51-200,active
acct_00000398,Atlas Ops,2025-01-26 09:00:00,smb,EdTech,EMEA,51-200,active
acct_00000399,Aurora Works,2025-01-09 09:00:00,smb,EdTech,EMEA,51-200,active
acct_00000400,Pulse HQ,2025-01-12 09:00:00,mid_market,Marketplace,EMEA,501-1000,active
acct_00000401,Signal Labs,2025-02-01 09:00:00,smb,Logistics,NA,51-200,churned
acct_00000402,Aurora HQ,2025-02-06 09:00:00,smb,Travel,EMEA,11-50,active
acct_00000403,Vector Works,2025-01-16 09:00:00,smb,Marketplace,APAC,11-50,active
acct_00000404,Signal Works,2025-01-11 09:00:00,smb,Media,NA,11-50,active
acct_00000405,Swift AI,2025-02-02 09:00:00,smb,EdTech,APAC,11-50,active
acct_00000406,Lumen Labs,2025-01-29 09:00:00,enterprise,EdTech,NA,1001-5000,active
acct_00000407,Cedar Stack,2025-02-08 09:00:00,mid_market,Logistics,EMEA,201-500,active
acct_00000408,Echo Cloud,2025-01-15 09:00:00,mid_market,Media,NA,201-500,active
acct_00000409,Atlas Desk,2025-02-12 09:00:00,smb,Fintech,EMEA,11-50,active
acct_00000410,Lumen Flow,2025-01-11 09:00:00,smb,Fintech,NA,1-10,active
acct_00000411,Lumen Works,2025-01-14 09:00:00,enterprise,EdTech,LATAM,5000+,active
acct_00000412,Prime Desk,2025-01-29 09:00:00,mid_market,SaaS,EMEA,201-500,active
acct_00000413,Cedar AI,2025-02-07 09:00:00,smb,Travel,EMEA,1-10,active
acct_00000414,Cedar Support,2025-02-08 09:00:00,smb,Logistics,EMEA,1-10,active
acct_00000415,Bright Flow,2025-01-22 09:00:00,smb,Media,APAC,11-50,active
acct_00000416,Vector AI,2025-01-21 09:00:00,mid_market,Logistics,NA,201-500,active
acct_00000417,Prime Ops,2025-02-15 09:00:00,mid_market,Healthcare,NA,201-500,active
acct_00000418,Vector HQ,2025-02-06 09:00:00,smb,Travel,APAC,11-50,active
acct_00000419,Blue Labs,2025-01-07 09:00:00,smb,Fintech,APAC,51-200,churned
acct_00000420,Nova Tech,2025-01-10 09:00:00,mid_market,SaaS,APAC,51-200,active
acct_00000421,Prime AI,2025-02-05 09:00:00,enterprise,Media,APAC,1001-5000,active
acct_00000422,Aurora Systems,2025-01-25 09:00:00,mid_market,Travel,NA,201-500,active
acct_00000423,Lumen Cloud,2025-01-29 09:00:00,mid_market,Media,EMEA,201-500,active
acct_00000424,Vector AI,2025-01-13 09:00:00,mid_market,E-commerce,EMEA,201-500,active
acct_00000425,Atlas Labs,2025-02-05 09:00:00,smb,EdTech,LATAM,1-10,active
acct_00000426,Pulse Cloud,2025-02-08 09:00:00,enterprise,EdTech,EMEA,1001-5000,active
acct_00000427,Prime Tech,2025-01-21 09:00:00,mid_market,E-commerce,EMEA,201-500,active
acct_00000428,Nova Desk,2025-01-14 09:00:00,smb,Logistics,EMEA,11-50,active
acct_00000429,Signal HQ,2025-02-11 09:00:00,mid_market,Logistics,EMEA,501-1000,churned
acct_00000430,North Systems,2025-01-21 09:00:00,mid_market,Media,NA,201-500,active
acct_00000431,Blue HQ,2025-02-02 09:00:00,mid_market,E-commerce,EMEA,501-1000,active
acct_00000432,Peak Cloud,2025-02-04 09:00:00,smb,Fintech,EMEA,51-200,active
acct_00000433,Swift Tech,2025-02-14 09:00:00,smb,SaaS,EMEA,1-10,active
acct_00000434,Bright Systems,2025-01-03 09:00:00,mid_market,SaaS,APAC,501-1000,churned
acct_00000435,Blue Ops,2025-01-29 09:00:00,smb,Travel,EMEA,11-50,active
acct_00000436,Cloud Stack,2025-02-07 09:00:00,mid_market,Fintech,EMEA,201-500,churned
acct_00000437,Blue Works,2025-01-29 09:00:00,smb,Fintech,APAC,51-200,active
acct_00000438,Vector HQ,2025-01-19 09:00:00,mid_market,Media,EMEA,201-500,active
acct_00000439,Blue Stack,2025-02-05 09:00:00,enterprise,Healthcare,EMEA,501-1000,active
acct_00000440,Atlas Works,2025-01-23 09:00:00,smb,E-commerce,EMEA,11-50,active
acct_00000441,Atlas Desk,2025-02-12 09:00:00,smb,Professional Services,EMEA,11-50,active
acct_00000442,Pulse Desk,2025-01-05 09:00:00,smb,Healthcare,EMEA,1-10,active
acct_00000443,Signal Cloud,2025-01-05 09:00:00,smb,Healthcare,EMEA,11-50,active
acct_00000444,Cloud Tech,2025-01-21 09:00:00,smb,Media,EMEA,11-50,active
acct_00000445,Signal Flow,2025-02-13 09:00:00,smb,Healthcare,EMEA,1-10,active
acct_00000446,Prime Systems,2025-01-18 09:00:00,mid_market,Marketplace,NA,51-200,active
acct_00000447,Pulse Tech,2025-02-02 09:00:00,smb,Fintech,NA,11-50,active
acct_00000448,Cloud AI,2025-02-04 09:00:00,enterprise,Media,EMEA,1001-5000,active
acct_00000449,Prime Cloud,2025-02-02 09:00:00,smb,Marketplace,APAC,11-50,churned
acct_00000450,Pulse Stack,2025-02-02 09:00:00,smb,Marketplace,NA,11-50,active
acct_00000451,North Flow,2025-01-03 09:00:00,enterprise,SaaS,NA,5000+,active
acct_00000452,Blue Cloud,2025-01-31 09:00:00,smb,E-commerce,LATAM,11-50,active
acct_00000453,Swift Flow,2025-01-17 09:00:00,smb,Travel,APAC,1-10,active
acct_00000454,Atlas Support,2025-01-15 09:00:00,smb,EdTech,EMEA,11-50,active
acct_00000455,Nova Works,2025-01-11 09:00:00,smb,E-commerce,EMEA,51-200,active
acct_00000456,Signal Support,2025-01-27 09:00:00,mid_market,Fintech,NA,501-1000,active
acct_00000457,Bright Stack,2025-01-03 09:00:00,smb,Marketplace,NA,1-10,active
acct_00000458,Pulse Labs,2025-02-03 09:00:00,enterprise,Media,EMEA,1001-5000,active
acct_00000459,Signal AI,2025-01-29 09:00:00,smb,EdTech,NA,11-50,active
acct_00000460,Lumen Flow,2025-02-09 09:00:00,mid_market,EdTech,EMEA,51-200,active
acct_00000461,Atlas Stack,2025-01-07 09:00:00,smb,EdTech,NA,1-10,churned
acct_00000462,Prime Tech,2025-02-09 09:00:00,smb,SaaS,EMEA,51-200,active
acct_00000463,Vector Stack,2025-01-01 09:00:00,smb,Healthcare,NA,11-50,active
acct_00000464,Pulse Ops,2025-01-31 09:00:00,smb,Media,EMEA,1-10,active
acct_00000465,North Cloud,2025-01-31 09:00:00,smb,Travel,NA,1-10,active
acct_00000466,Blue Cloud,2025-01-01 09:00:00,mid_market,Logistics,NA,201-500,active
acct_00000467,Prime Stack,2025-02-11 09:00:00,smb,Logistics,LATAM,11-50,active
acct_00000468,Cloud Stack,2025-02-05 09:00:00,smb,Fintech,NA,11-50,active
acct_00000469,Lumen Support,2025-01-09 09:00:00,mid_market,Logistics,NA,51-200,active
acct_00000470,Vector Labs,2025-01-22 09:00:00,smb,Healthcare,EMEA,51-200,active
acct_00000471,North AI,2025-01-31 09:00:00,mid_market,SaaS,NA,201-500,active
acct_00000472,Aurora Labs,2025-02-09 09:00:00,enterprise,Media,NA,1001-5000,active
acct_00000473,Peak Tech,2025-02-12 09:00:00,smb,Travel,EMEA,11-50,active
acct_00000474,Bright Desk,2025-01-24 09:00:00,mid_market,Media,NA,201-500,past_due
acct_00000475,Cedar Stack,2025-02-03 09:00:00,mid_market,Media,EMEA,201-500,churned
acct_00000476,Signal Flow,2025-01-18 09:00:00,smb,SaaS,NA,11-50,active
acct_00000477,Echo Desk,2025-02-02 09:00:00,mid_market,Marketplace,APAC,201-500,active
acct_00000478,Echo Desk,2025-01-25 09:00:00,mid_market,EdTech,EMEA,201-500,active
acct_00000479,Echo AI,2025-01-08 09:00:00,smb,Media,APAC,11-50,active
acct_00000480,Peak Works,2025-02-04 09:00:00,smb,Logistics,APAC,1-10,churned
acct_00000481,Pulse AI,2025-01-31 09:00:00,enterprise,Media,LATAM,501-1000,active
acct_00000482,Peak AI,2025-01-16 09:00:00,mid_market,Fintech,EMEA,51-200,active
acct_00000483,Pulse Tech,2025-01-06 09:00:00,smb,Travel,NA,11-50,active
acct_00000484,Pulse Systems,2025-02-01 09:00:00,mid_market,E-commerce,APAC,201-500,active
acct_00000485,Swift Desk,2025-02-06 09:00:00,smb,SaaS,NA,51-200,active
acct_00000486,Signal Ops,2025-01-30 09:00:00,mid_market,SaaS,NA,201-500,active
acct_00000487,Nova Systems,2025-02-09 09:00:00,smb,Professional Services,NA,1-10,active
acct_00000488,Atlas Systems,2025-01-27 09:00:00,smb,E-commerce,NA,11-50,active
acct_00000489,Prime HQ,2025-01-07 09:00:00,smb,E-commerce,APAC,11-50,active
acct_00000490,Aurora HQ,2025-01-01 09:00:00,smb,Travel,EMEA,51-200,active
acct_00000491,North Works,2025-02-05 09:00:00,smb,Fintech,NA,51-200,active
acct_00000492,Prime Tech,2025-01-22 09:00:00,smb,Healthcare,NA,11-50,active
acct_00000493,Vector AI,2025-02-08 09:00:00,mid_market,Media,NA,201-500,active
acct_00000494,Nova Cloud,2025-01-29 09:00:00,smb,E-commerce,NA,51-200,active
acct_00000495,Cedar Labs,2025-02-10 09:00:00,smb,Healthcare,NA,11-50,active
acct_00000496,Signal HQ,2025-02-08 09:00:00,mid_market,Healthcare,EMEA,501-1000,active
acct_00000497,Peak Systems,2025-01-12 09:00:00,smb,Media,APAC,1-10,active
acct_00000498,Prime Labs,2025-01-07 09:00:00,smb,Healthcare,APAC,1-10,churned
acct_00000499,Nova AI,2025-01-10 09:00:00,smb,Fintech,EMEA,1-10,churned
acct_00000500,Atlas Systems,2025-01-02 09:00:00,mid_market,EdTech,LATAM,201-500,churned
